city,Country,Date,latitude,longitude,Max Temperature,Humidity,Cloudiness,Wind_Speed
cootamundra,UA,2018-11-15 18:25:13,51.09,25.02,32.41,98,7.27,80
cootamundra,EC,2018-11-15 18:25:17,-0.91,-77.81,58.06,91,1.9,56
cootamundra,US,2018-11-15 17:52:00,38.92,-78.19,35.96,97,4.7,90
cootamundra,RW,2018-11-15 18:25:20,-2.07,29.35,59.37,100,2.8,76
cootamundra,NP,2018-11-15 17:50:00,27.63,85.52,50.0,93,2.24,20
cootamundra,CA,2018-11-15 17:53:00,49.03,-119.47,39.2,88,6.93,20
cootamundra,CA,2018-11-15 18:25:38,49.88,-106.56,32.32,90,3.02,88
cootamundra,CA,2018-11-15 17:00:00,63.75,-68.52,-5.81,76,17.22,40
cootamundra,AO,2018-11-15 18:25:42,-13.73,15.06,57.16,49,4.03,0
cootamundra,BR,2018-11-15 18:25:44,-16.36,-46.91,67.33,100,3.69,92
cootamundra,RU,2018-11-15 18:25:46,56.78,105.75,16.75,67,6.93,88
cootamundra,US,2018-11-15 17:56:00,60.55,-151.26,24.98,96,6.93,1
cootamundra,UZ,2018-11-15 17:30:00,40.32,69.01,39.2,91,11.18,20
cootamundra,LB,2018-11-15 18:00:00,33.73,35.93,48.2,87,2.24,40
cootamundra,RU,2018-11-15 18:22:01,57.67,66.17,23.19,94,3.69,92
cootamundra,UY,2018-11-15 18:25:56,-33.23,-54.39,63.1,68,9.4,80
cootamundra,ER,2018-11-15 18:25:57,13.93,41.69,63.46,89,2.35,0
cootamundra,IN,2018-11-15 18:25:59,25.9,86.99,72.06,59,7.94,0
cootamundra,MX,2018-11-15 17:43:00,16.99,-99.26,82.4,74,4.7,5
cootamundra,RU,2018-11-15 17:30:00,45.04,38.98,35.6,94,15.66,0
cootamundra,NL,2018-11-15 17:55:00,52.86,4.83,50.0,93,6.93,0
cootamundra,IN,2018-11-15 17:30:00,31.11,74.97,51.8,93,6.93,0
cootamundra,AU,2018-11-15 18:26:08,-37.88,147.99,67.78,70,4.59,0
cootamundra,AR,2018-11-15 18:24:29,-29.41,-66.86,69.09,54,4.7,0
cootamundra,GR,2018-11-15 17:50:00,35.51,27.21,57.2,58,18.34,36
cootamundra,CD,2018-11-15 18:26:12,-4.97,23.44,70.17,98,1.57,92
cootamundra,CN,2018-11-15 18:26:14,28.28,88.52,20.35,26,8.95,0
cootamundra,RU,2018-11-15 17:30:00,60.73,77.6,-7.61,83,2.24,0
cootamundra,RS,2018-11-15 17:45:00,46.06,20.05,39.2,86,9.17,0
cootamundra,IE,2018-11-15 18:26:20,54.11,-9.15,44.79,100,13.31,0
cootamundra,JP,2018-11-15 17:00:00,43.11,144.15,46.4,65,8.05,40
cootamundra,ID,2018-11-15 18:26:24,-0.91,122.88,84.34,83,3.58,64
cootamundra,RU,2018-11-15 18:26:25,61.02,35.48,34.62,100,19.01,80
cootamundra,BR,2018-11-15 17:00:00,-22.96,-44.04,77.0,83,3.36,90
cootamundra,RU,2018-11-15 18:26:30,67.55,63.78,18.1,81,14.2,80
cootamundra,AR,2018-11-15 18:00:00,-45.87,-67.48,57.2,35,18.34,0
cootamundra,RU,2018-11-15 18:24:20,62.53,155.8,-8.0,73,3.36,24
cootamundra,MX,2018-11-15 17:43:00,23.99,-104.67,51.8,52,4.7,5
cootamundra,CO,2018-11-15 18:26:37,3.87,-67.92,77.91,92,2.13,24
cootamundra,KE,2018-11-15 18:26:38,1.75,40.07,69.94,95,4.47,20
cootamundra,BR,2018-11-15 18:26:39,-11.09,-43.14,76.6,77,3.47,24
cootamundra,RU,2018-11-15 18:26:43,71.97,114.09,-19.16,55,2.91,64
cootamundra,US,2018-11-15 18:15:00,30.04,-94.42,44.96,77,3.36,1
cootamundra,KM,2018-11-15 18:26:46,-11.38,43.28,78.58,100,10.85,64
cootamundra,PH,2018-11-15 18:26:47,12.01,124.98,81.55,100,6.82,20
cootamundra,MU,2018-11-15 18:00:00,-20.34,57.76,75.2,73,11.41,75
cootamundra,CA,2018-11-15 18:26:50,54.72,-113.29,20.53,85,12.3,92
cootamundra,US,2018-11-15 18:15:00,41.28,-70.1,35.96,81,24.16,90
cootamundra,AR,2018-11-15 18:27:01,-35.66,-63.75,57.07,41,8.95,0
cootamundra,GR,2018-11-15 18:22:25,35.2,26.25,62.2,100,26.51,56
cootamundra,AU,2018-11-15 17:30:00,-20.73,139.49,96.8,23,8.05,44
cootamundra,NE,2018-11-15 18:00:00,13.1,2.36,73.4,25,3.36,0
cootamundra,RU,2018-11-15 17:30:00,45.11,39.9,35.6,100,15.66,0
cootamundra,FR,2018-11-15 18:00:00,46.42,3.91,48.2,100,5.82,90
cootamundra,MZ,2018-11-15 18:27:09,-16.23,39.91,78.54,99,8.95,80
cootamundra,KH,2018-11-15 18:25:32,10.62,104.18,82.41,85,4.14,80
cootamundra,MZ,2018-11-15 18:27:12,-23.87,35.38,71.83,100,7.61,0
cootamundra,UG,2018-11-15 18:27:14,-0.41,31.15,58.42,92,2.68,20
cootamundra,RU,2018-11-15 18:23:04,63.46,48.9,29.76,85,8.95,92
cootamundra,PY,2018-11-15 18:27:16,-26.98,-56.83,64.9,70,4.14,0
cootamundra,US,2018-11-15 18:00:00,33.83,-78.68,46.04,85,11.41,90
cootamundra,HT,2018-11-15 18:27:23,18.24,-72.54,82.0,98,12.75,32
cootamundra,NO,2018-11-15 17:50:00,59.79,5.78,51.8,66,16.11,24
cootamundra,US,2018-11-15 18:20:00,40.92,-98.34,46.04,63,6.93,1
cootamundra,GL,2018-11-15 17:50:00,60.72,-46.03,39.2,29,33.33,20
cootamundra,CU,2018-11-15 17:50:00,22.44,-79.73,73.4,88,1.12,20
cootamundra,US,2018-11-15 18:17:00,36.85,-75.98,57.02,92,14.99,90
cootamundra,NZ,2018-11-15 18:27:35,-42.72,170.96,56.89,100,6.93,92
cootamundra,US,2018-11-15 18:15:00,35.38,-106.48,45.5,33,3.36,40
cootamundra,RU,2018-11-15 18:27:41,65.99,60.32,27.37,78,7.94,80
cootamundra,PK,2018-11-15 18:27:42,29.04,67.82,62.2,79,4.7,0
cootamundra,SD,2018-11-15 18:27:47,14.2,24.66,51.76,45,8.72,0
cootamundra,KZ,2018-11-15 18:27:49,51.62,73.1,7.75,89,7.38,48
cootamundra,PT,2018-11-15 18:00:00,37.72,-25.43,66.2,77,24.16,75
cootamundra,ID,2018-11-15 17:30:00,-7.05,112.74,89.6,59,4.7,20
cootamundra,NZ,2018-11-15 18:27:54,-45.41,167.72,46.54,100,3.13,92
cootamundra,ID,2018-11-15 17:30:00,-8.65,115.22,84.2,83,3.36,75
cootamundra,AU,2018-11-15 18:00:00,-31.43,152.91,66.2,82,9.17,90
cootamundra,SO,2018-11-15 18:26:57,2.04,45.34,81.87,98,6.38,0
cootamundra,RU,2018-11-15 18:28:05,57.8,158.67,27.28,84,6.38,24
cootamundra,BR,2018-11-15 18:28:06,-2.51,-66.09,81.55,81,6.15,0
cootamundra,CN,2018-11-15 18:28:07,40.29,97.04,23.68,73,6.04,12
cootamundra,AU,2018-11-15 17:30:00,-16.99,145.42,89.6,40,16.11,20
cootamundra,BR,2018-11-15 18:00:00,0.05,-51.07,82.4,78,6.93,0
cootamundra,ID,2018-11-15 18:24:31,-5.11,105.31,90.28,65,6.38,8
cootamundra,KE,2018-11-15 18:28:11,-0.93,38.07,58.87,88,3.02,0
cootamundra,AU,2018-11-15 17:30:00,-34.93,138.6,66.2,45,16.11,0
cootamundra,JP,2018-11-15 17:00:00,43.32,145.57,46.4,61,5.82,75
cootamundra,PF,2018-11-15 18:00:00,-17.73,-149.15,82.4,74,8.05,75
cootamundra,RU,2018-11-15 18:28:25,55.31,76.76,22.74,88,10.63,80
cootamundra,CA,2018-11-15 18:15:00,49.76,-94.48,26.6,79,21.92,90
cootamundra,RU,2018-11-15 18:28:28,54.9,71.26,21.79,95,4.59,80
cootamundra,SO,2018-11-15 18:26:43,8.41,48.48,62.83,96,3.13,0
cootamundra,US,2018-11-15 18:15:00,40.77,-72.85,36.5,92,8.05,90
cootamundra,CO,2018-11-15 18:28:34,5.53,-74.53,68.64,97,1.79,48
cootamundra,NE,2018-11-15 18:28:35,14.97,8.88,54.51,40,4.92,0
cootamundra,KZ,2018-11-15 18:28:40,45.41,79.91,-5.89,54,3.58,0
cootamundra,US,2018-11-15 18:00:00,37.61,-122.49,57.92,70,3.69,90
cootamundra,JP,2018-11-15 17:30:00,35.74,139.53,59.0,62,5.82,20
cootamundra,RU,2018-11-15 18:28:46,59.12,28.09,40.15,100,8.95,88
cootamundra,RU,2018-11-15 18:28:49,65.61,72.68,5.91,76,13.42,48
cootamundra,BD,2018-11-15 18:28:51,22.97,90.23,80.79,58,5.03,0
cootamundra,AR,2018-11-15 18:00:00,-39.03,-67.58,55.4,54,2.68,0
cootamundra,CF,2018-11-15 18:28:55,5.02,25.13,67.15,96,2.57,8
cootamundra,SB,2018-11-15 18:28:56,-10.46,161.92,81.87,100,9.06,24
cootamundra,RU,2018-11-15 18:28:57,53.96,105.89,18.28,65,7.16,36
cootamundra,BR,2018-11-15 18:28:58,-9.87,-56.08,74.22,97,1.57,12
cootamundra,RU,2018-11-15 18:26:30,67.67,53.09,30.88,93,17.78,88
cootamundra,HN,2018-11-15 18:29:01,14.93,-83.83,74.08,94,7.83,68
cootamundra,US,2018-11-15 18:15:00,33.16,-94.97,49.1,73,3.36,1
cootamundra,PH,2018-11-15 18:27:51,13.32,122.68,80.2,100,8.16,88
cootamundra,GB,2018-11-15 17:50:00,55.04,-1.44,48.2,87,5.82,20
cootamundra,CA,2018-11-15 18:29:07,50.63,-96.99,20.89,83,14.88,12
cootamundra,BG,2018-11-15 18:00:00,43.16,25.69,41.0,80,5.82,44
cootamundra,PT,2018-11-15 18:00:00,39.21,-8.63,55.4,93,2.24,0
cootamundra,CU,2018-11-15 18:24:35,22.9,-83.16,75.21,87,11.86,88
cootamundra,CA,2018-11-15 18:29:13,50.56,-96.99,20.89,83,14.88,12
cootamundra,RU,2018-11-15 18:29:14,65.8,87.96,-2.42,73,10.63,24
cootamundra,PG,2018-11-15 18:29:16,-2.67,141.3,83.35,100,6.82,68
cootamundra,ID,2018-11-15 17:00:00,-3.01,114.39,82.4,83,5.82,20
cootamundra,US,2018-11-15 17:53:00,55.34,-131.65,44.96,89,9.17,75
cootamundra,FR,2018-11-15 18:00:00,50.11,1.83,44.6,100,8.05,90
cootamundra,PT,2018-11-15 18:00:00,38.7,-9.42,55.4,93,2.24,0
cootamundra,RU,2018-11-15 18:29:26,50.6,97.53,2.71,61,2.91,64
cootamundra,RU,2018-11-15 18:25:50,68.05,39.51,33.09,93,16.44,36
cootamundra,IN,2018-11-15 18:29:36,10.57,72.64,84.97,99,13.53,12
cootamundra,RU,2018-11-15 18:27:21,59.36,143.24,27.64,100,6.15,88
cootamundra,CA,2018-11-15 18:09:00,49.38,-121.43,50.0,93,12.75,90
cootamundra,DE,2018-11-15 18:00:00,50.04,12.0,28.4,100,9.51,1
cootamundra,CA,2018-11-15 17:00:00,70.47,-68.59,-4.01,83,19.46,90
cootamundra,AU,2018-11-15 17:30:00,-23.7,133.88,80.6,28,9.17,75
cootamundra,PE,2018-11-15 18:29:51,-12.79,-74.97,41.23,100,1.9,88
cootamundra,CA,2018-11-15 17:00:00,50.1,-91.92,28.4,92,8.05,90
cootamundra,RU,2018-11-15 18:29:51,69.35,88.2,-4.27,79,2.24,56
cootamundra,LR,2018-11-15 18:00:00,5.88,-10.05,77.0,94,4.03,75
cootamundra,CL,2018-11-15 18:00:00,-45.58,-72.07,46.4,52,9.17,40
cootamundra,ZA,2018-11-15 18:30:08,-27.83,25.91,62.61,75,2.68,0
cootamundra,AR,2018-11-15 17:00:00,-51.62,-69.22,48.2,42,20.8,40
cootamundra,JP,2018-11-15 17:50:00,34.7,138.93,62.6,48,3.36,40
cootamundra,GY,2018-11-15 18:30:15,3.38,-59.8,84.7,62,14.32,20
cootamundra,NG,2018-11-15 18:30:16,7.84,3.93,70.57,93,5.59,0
cootamundra,MG,2018-11-15 18:30:19,-14.9,50.28,72.46,100,8.28,92
cootamundra,AU,2018-11-15 18:30:21,-35.12,139.28,65.8,77,11.74,0
cootamundra,AR,2018-11-15 18:27:42,-38.55,-58.74,49.78,67,12.19,0
cootamundra,BR,2018-11-15 18:30:30,-3.02,-41.13,79.12,71,18.23,12
cootamundra,CO,2018-11-15 18:00:00,8.04,-72.87,82.4,74,2.24,40
cootamundra,CD,2018-11-15 18:30:34,-4.85,21.56,70.39,99,2.46,92
cootamundra,RU,2018-11-15 18:30:37,52.53,111.54,16.39,77,10.51,56
cootamundra,AR,2018-11-15 18:30:45,-42.77,-65.04,53.79,70,7.05,0
cootamundra,RU,2018-11-15 18:00:00,51.9,113.16,17.6,61,15.66,20
cootamundra,RU,2018-11-15 18:29:56,65.95,111.51,-2.02,77,2.91,48
cootamundra,LK,2018-11-15 18:30:50,7.35,80.68,77.14,86,4.59,8
cootamundra,VE,2018-11-15 18:30:52,9.66,-68.59,76.06,91,4.14,44
cootamundra,BR,2018-11-15 18:30:53,-8.84,-69.26,75.43,96,0.78,0
cootamundra,ID,2018-11-15 18:29:13,-2.88,108.27,90.01,79,8.72,0
cootamundra,RU,2018-11-15 18:31:01,60.47,166.1,-2.6,85,2.91,20
cootamundra,GR,2018-11-15 18:31:02,39.95,21.97,31.29,100,2.01,56
cootamundra,PH,2018-11-15 18:31:06,11.0,122.67,81.06,88,8.39,32
cootamundra,NG,2018-11-15 18:31:07,12.75,4.71,64.81,34,7.27,0
cootamundra,BS,2018-11-15 18:31:10,26.63,-78.28,79.3,100,6.6,64
cootamundra,LY,2018-11-15 18:29:48,29.03,21.55,50.19,82,4.59,0
cootamundra,TN,2018-11-15 18:31:14,33.14,11.22,57.57,59,7.38,0
cootamundra,CD,2018-11-15 18:31:15,-7.3,27.4,68.32,99,3.24,68
cootamundra,CN,2018-11-15 18:31:16,44.06,131.12,26.34,50,8.61,0
cootamundra,PH,2018-11-15 18:31:17,7.99,117.06,83.26,100,11.97,68
cootamundra,RU,2018-11-15 18:31:23,53.73,119.76,-0.04,59,3.36,24
cootamundra,RU,2018-11-15 18:31:27,62.71,56.19,26.83,90,6.6,92
cootamundra,ES,2018-11-15 18:00:00,36.94,-2.13,60.8,77,10.29,92
cootamundra,ML,2018-11-15 18:30:24,22.68,-3.98,61.26,83,3.13,88
cootamundra,NO,2018-11-15 17:50:00,62.91,6.91,57.2,81,8.05,20
cootamundra,PL,2018-11-15 18:28:20,52.99,22.88,33.99,97,6.71,88
cootamundra,GF,2018-11-15 18:00:00,4.94,-52.33,80.6,88,6.93,40
cootamundra,DZ,2018-11-15 18:31:41,36.1,0.42,54.91,100,2.8,48
cootamundra,ID,2018-11-15 18:31:45,-5.67,132.75,86.19,100,2.35,20
cootamundra,CA,2018-11-15 17:00:00,48.94,-125.55,53.6,100,14.99,90
cootamundra,GH,2018-11-15 18:31:49,4.87,-2.24,81.24,100,5.7,8
cootamundra,PH,2018-11-15 18:00:00,14.29,120.72,87.8,55,12.75,20
cootamundra,AR,2018-11-15 18:00:00,-33.01,-68.8,69.8,43,2.24,20
cootamundra,AO,2018-11-15 18:28:58,-12.02,17.48,54.87,68,2.8,0
cootamundra,AU,2018-11-15 18:31:59,-34.64,148.03,70.66,80,4.36,0
